,mseed,best_predicted_class,all_predicted_classes,prob_r_mean,prob_r_std,prob_e_mean,prob_e_std,prob_l_mean,prob_l_std,prob_h_mean,prob_h_std,prob_t_mean,prob_t_std,count,MVO_subclass,GT_subclass
119,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0832-24S.MVO_21_1.mseed,h,['h'],0.063,0.108,0.052,0.104,0.134,0.154,0.741,0.16,0.036,0.063,34,['h'],['h']
120,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-26-1241-01S.MVO_21_1.mseed,h,['h'],0.044,0.101,0.021,0.072,0.059,0.078,0.872,0.11,0.014,0.027,34,['h'],['h']
121,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-05-1801-50S.MVO_18_1.mseed,h,['h'],0.013,0.038,0.008,0.024,0.032,0.074,0.766,0.126,0.184,0.142,34,['h'],['h']
122,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-0132-05S.MVO_18_1.mseed,e,['e' 'r'],0.494,0.4,0.741,0.128,0.057,0.093,0.047,0.091,0.032,0.081,34,['e'],['e' 'r']
123,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-1132-05S.MVO_18_1.mseed,l,['l'],0.044,0.09,0.024,0.078,0.754,0.144,0.177,0.146,0.014,0.029,34,['l'],['l']
124,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-24-0227-45S.MVO_21_1.mseed,t,['t'],0.051,0.094,0.016,0.034,0.116,0.104,0.124,0.112,0.7,0.116,34,['h'],['t']
125,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0607-06S.MVO_18_1.mseed,l,['l'],0.038,0.068,0.065,0.109,0.775,0.125,0.124,0.143,0.03,0.057,34,['l'],['l']
126,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-18-2007-34S.MVO_18_1.mseed,h,['h'],0.019,0.056,0.019,0.057,0.079,0.098,0.757,0.127,0.135,0.131,34,['h'],['h']
127,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0408-49S.MVO_21_1.mseed,h,['h'],0.05,0.09,0.05,0.092,0.108,0.116,0.775,0.144,0.042,0.085,34,['h'],['h']
128,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/11/2001-11-23-0816-32S.MVO___015.mseed,l,['l'],0.041,0.055,0.044,0.065,0.734,0.117,0.152,0.116,0.051,0.114,16,['l'],['l']
129,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-09-1549-17S.MVO_18_1.mseed,l,['l'],0.081,0.113,0.032,0.073,0.761,0.139,0.131,0.146,0.011,0.03,34,['l'],['l']
130,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-14-2155-16S.MVO_18_1.mseed,e,['e' 'r'],0.558,0.422,0.806,0.108,0.012,0.035,0.027,0.087,0.0,0.002,34,['e'],['e' 'r']
131,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-02-1433-40S.MVO_18_1.mseed,t,['t'],0.021,0.058,0.002,0.007,0.015,0.061,0.106,0.136,0.856,0.136,34,['h'],['t']
132,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-28-0544-05S.MVO_13_1.mseed,t,['t'],0.002,0.007,0.0,0.0,0.078,0.142,0.026,0.043,0.894,0.149,16,['t'],['t']
133,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-30-2327-16S.MVO_13_1.mseed,t,['t'],0.001,0.002,0.0,0.0,0.019,0.035,0.104,0.118,0.876,0.145,16,['t'],['t']
134,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-11-2253-06S.MVO_18_1.mseed,e,['e' 'r'],0.529,0.425,0.819,0.108,0.029,0.064,0.018,0.049,0.014,0.051,32,['e'],['e' 'r']
135,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-13-1428-54S.MVO_18_1.mseed,e,['e' 'r'],0.529,0.439,0.821,0.157,0.038,0.098,0.003,0.008,0.02,0.06,34,['e'],['e' 'r']
136,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-28-2248-37S.MVO_18_1.mseed,l,['l'],0.077,0.111,0.067,0.115,0.741,0.126,0.106,0.143,0.043,0.098,32,['l'],['l']
137,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/03/2001-03-07-1135-07S.MVO___019.mseed,r,['r'],0.854,0.151,0.149,0.163,0.025,0.035,0.016,0.04,0.031,0.08,14,['r'],['r']
138,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/03/2001-03-01-2137-46S.MVO___019.mseed,t,['t'],0.014,0.052,0.032,0.084,0.032,0.087,0.097,0.127,0.841,0.135,16,['t'],['t']
139,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-2129-20S.MVO_18_1.mseed,t,['t'],0.018,0.067,0.018,0.063,0.046,0.104,0.104,0.113,0.823,0.157,34,['t'],['t']
140,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-14-1543-35S.MVO_18_1.mseed,e,['e' 'r'],0.487,0.44,0.824,0.166,0.037,0.078,0.045,0.09,0.019,0.066,34,['e'],['e' 'r']
141,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-11-0319-47S.MVO_18_1.mseed,e,['e' 'r'],0.546,0.452,0.879,0.122,0.012,0.04,0.002,0.006,0.001,0.002,34,['e'],['e' 'r']
142,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-13-1152-39S.MVO_18_1.mseed,h,['h'],0.027,0.07,0.035,0.084,0.055,0.081,0.858,0.138,0.042,0.084,34,['h'],['h']
143,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-13-2224-28S.MVO_18_1.mseed,h,['h'],0.019,0.06,0.034,0.076,0.001,0.003,0.704,0.091,0.259,0.112,10,['t'],['h']
144,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-1936-30S.MVO_18_1.mseed,t,['t'],0.004,0.019,0.006,0.019,0.013,0.028,0.159,0.138,0.821,0.14,34,['t'],['t']
145,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-31-0202-26S.MVO_21_1.mseed,h,['h'],0.032,0.069,0.014,0.046,0.091,0.105,0.84,0.128,0.03,0.067,34,['h'],['h']
146,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/03/2001-03-06-2124-49S.MVO___019.mseed,r,['r'],0.82,0.17,0.175,0.147,0.052,0.097,0.038,0.105,0.002,0.006,16,['r'],['r']
147,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-10-1226-10S.MVO_18_1.mseed,l,['l'],0.072,0.115,0.038,0.083,0.729,0.1,0.148,0.127,0.032,0.069,32,['l'],['l']
148,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-2128-15S.MVO_18_1.mseed,t,['t'],0.002,0.014,0.005,0.017,0.014,0.035,0.091,0.124,0.891,0.132,34,['t'],['t']
149,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0748-04S.MVO_21_1.mseed,h,['h'],0.057,0.102,0.048,0.095,0.081,0.11,0.799,0.131,0.039,0.062,34,['h'],['h']
150,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-1018-04S.MVO_18_1.mseed,l,['l'],0.072,0.098,0.067,0.1,0.791,0.113,0.089,0.097,0.014,0.024,34,['l'],['l']
151,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-19-2259-09S.MVO_18_1.mseed,l,['l'],0.09,0.132,0.055,0.099,0.79,0.14,0.086,0.121,0.006,0.019,34,['l'],['l']
152,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-28-0757-44S.MVO_13_1.mseed,t,['t'],0.064,0.106,0.009,0.025,0.001,0.002,0.155,0.114,0.776,0.15,16,['t'],['t']
153,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/03/2001-03-06-2113-28S.MVO___019.mseed,r,['r'],0.844,0.13,0.091,0.131,0.086,0.115,0.024,0.04,0.001,0.003,16,['r'],['r']
154,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-15-0707-11S.MVO_18_1.mseed,h,['h'],0.049,0.091,0.052,0.099,0.068,0.107,0.8,0.154,0.058,0.104,34,['h'],['h']
155,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0106-33S.MVO_18_1.mseed,l,['l'],0.083,0.132,0.076,0.127,0.803,0.153,0.07,0.108,0.006,0.019,34,['l'],['l']
156,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-2239-05S.MVO_18_1.mseed,l,['l'],0.066,0.102,0.052,0.095,0.771,0.136,0.061,0.091,0.076,0.097,34,['l'],['l']
157,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-30-2217-51S.MVO_21_2.mseed,h,['h'],0.005,0.016,0.009,0.025,0.117,0.132,0.795,0.133,0.079,0.118,32,['h'],['h']
158,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-15-0842-25S.MVO_18_1.mseed,h,['h'],0.004,0.019,0.009,0.034,0.057,0.097,0.853,0.128,0.083,0.119,34,['h'],['h']
159,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-23-1828-29S.MVO_13_1.mseed,l,['l'],0.042,0.074,0.08,0.099,0.794,0.114,0.123,0.133,0.001,0.003,16,['l'],['l']
160,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0348-40S.MVO_18_1.mseed,l,['l'],0.046,0.101,0.072,0.116,0.778,0.139,0.117,0.13,0.023,0.059,34,['l'],['l']
161,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-0331-38S.MVO_18_1.mseed,l,['l'],0.034,0.09,0.01,0.029,0.767,0.145,0.144,0.143,0.05,0.092,34,['l'],['l']
162,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-27-2230-44S.MVO_21_1.mseed,e,['e' 'r'],0.518,0.417,0.772,0.13,0.076,0.126,0.018,0.054,0.002,0.008,34,['e'],['e' 'r']
163,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-09-1347-03S.MVO_18_1.mseed,r,['r'],0.888,0.133,0.144,0.14,0.026,0.066,0.013,0.053,0.001,0.004,34,['e'],['r']
164,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-07-1651-59S.MVO_18_1.mseed,t,['t'],0.015,0.021,0.0,,0.02,0.0,0.14,0.028,0.825,0.007,2,['t'],['t']
165,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-17-1301-58S.MVO_18_1.mseed,l,['l'],0.085,0.119,0.055,0.087,0.797,0.128,0.066,0.09,0.025,0.07,34,['l'],['l']
166,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-03-1754-24S.MVO_18_1.mseed,t,['t'],0.002,0.005,0.005,0.007,0.008,0.015,0.138,0.153,0.85,0.168,4,['t'],['t']
167,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0421-27S.MVO_18_1.mseed,l,['l'],0.089,0.128,0.024,0.045,0.739,0.129,0.134,0.142,0.026,0.061,34,['l'],['l']
168,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-1630-14S.MVO_18_1.mseed,e,['e' 'r'],0.494,0.404,0.755,0.121,0.071,0.101,0.026,0.069,0.031,0.079,30,['e'],['e' 'r']
169,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-29-0221-06S.MVO_18_1.mseed,l,['l'],0.078,0.112,0.079,0.125,0.803,0.127,0.061,0.106,0.018,0.036,34,['l'],['l']
170,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-0521-13S.MVO_18_1.mseed,l,['l'],0.105,0.147,0.055,0.109,0.771,0.149,0.059,0.099,0.037,0.071,34,['l'],['l']
171,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-27-0808-38S.MVO_21_1.mseed,r,['r'],0.726,0.139,0.074,0.101,0.092,0.107,0.105,0.121,0.04,0.074,34,['r'],['r']
172,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-08-0633-22S.MVO_13_1.mseed,r,['r'],0.685,0.079,0.068,0.099,0.18,0.145,0.101,0.164,0.0,0.0,8,['r'],['r']
173,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2002/04/2002-04-29-2151-22S.MVO___014.mseed,r,['r'],0.975,0.063,0.05,0.087,0.0,0.0,0.0,0.0,0.0,0.0,8,['r'],['r']
174,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-1526-08S.MVO_18_1.mseed,l,['l'],0.083,0.123,0.096,0.118,0.738,0.112,0.114,0.112,0.017,0.035,34,['l'],['l']
175,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-16-1015-10S.MVO_18_1.mseed,h,['h'],0.045,0.107,0.036,0.098,0.081,0.089,0.792,0.141,0.064,0.094,34,['h'],['h']
176,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/09/2001-09-15-1036-48S.MVO___014.mseed,l,['l'],0.187,0.152,0.162,0.163,0.714,0.165,0.012,0.023,0.006,0.013,10,['l'],['l']
177,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-1202-14S.MVO_18_1.mseed,l,['l'],0.06,0.081,0.031,0.054,0.752,0.132,0.156,0.138,0.017,0.051,34,['l'],['l']
178,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-05-0414-30S.MVO_18_1.mseed,t,['t'],0.008,0.031,0.021,0.063,0.072,0.131,0.104,0.13,0.805,0.177,32,['t'],['t']
179,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-24-1859-19S.MVO_21_1.mseed,t,['t'],0.028,0.08,0.026,0.095,0.121,0.135,0.077,0.106,0.762,0.141,32,['t'],['t']
180,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/08/2001-08-03-2134-36S.MVO___018.mseed,l,['l'],0.088,0.104,0.016,0.023,0.748,0.081,0.059,0.056,0.097,0.126,10,['l'],['l']
181,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2000/03/2000-03-28-1945-38S.MVO___019.mseed,t,['t'],0.017,0.058,0.032,0.073,0.008,0.012,0.059,0.057,0.901,0.131,12,['t'],['t']
182,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-23-0227-28S.MVO_18_1.mseed,l,['l'],0.046,0.091,0.077,0.116,0.771,0.148,0.125,0.129,0.019,0.051,34,['l'],['l']
183,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-15-0757-59S.MVO_18_1.mseed,h,['h'],0.013,0.031,0.008,0.018,0.102,0.131,0.806,0.15,0.075,0.114,32,['h'],['h']
184,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/03/2001-03-07-0258-02S.MVO___019.mseed,r,['r'],0.852,0.143,0.146,0.144,0.018,0.033,0.056,0.093,0.0,0.0,16,['r'],['r']
185,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-10-1935-37S.MVO_18_1.mseed,t,['t'],0.0,0.002,0.001,0.003,0.069,0.132,0.138,0.146,0.792,0.163,34,['t'],['t']
186,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-13-2031-57S.MVO_18_1.mseed,e,['e' 'r'],0.514,0.429,0.814,0.121,0.068,0.116,0.01,0.024,0.0,0.002,34,['e'],['e' 'r']
187,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-05-1343-52S.MVO_18_1.mseed,h,['h'],0.002,0.005,0.0,0.0,0.0,0.0,0.71,0.074,0.288,0.076,4,['t'],['h']
188,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-30-0040-23S.MVO_21_1.mseed,r,['r'],0.764,0.133,0.079,0.101,0.086,0.1,0.068,0.101,0.042,0.088,34,['r'],['r']
189,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-26-2004-18S.MVO_21_1.mseed,h,['h'],0.087,0.125,0.038,0.076,0.089,0.103,0.779,0.134,0.026,0.06,34,['h'],['h']
190,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-15-1100-51S.MVO_18_1.mseed,h,['h'],0.007,0.025,0.007,0.017,0.047,0.077,0.858,0.134,0.085,0.127,34,['h'],['h']
191,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0444-51S.MVO_21_1.mseed,h,['h'],0.034,0.073,0.041,0.1,0.071,0.096,0.838,0.142,0.036,0.038,34,['h'],['h']
192,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/08/2001-08-01-0240-24S.MVO___018.mseed,r,['r'],0.808,0.155,0.056,0.088,0.003,0.007,0.092,0.134,0.069,0.138,10,['r'],['r']
193,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-26-1906-15S.MVO_21_1.mseed,h,['h'],0.079,0.107,0.074,0.122,0.098,0.104,0.774,0.138,0.013,0.025,34,['t'],['h']
194,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-04-0803-20S.MVO_18_1.mseed,h,['h'],0.001,0.003,0.0,0.0,0.042,0.086,0.694,0.117,0.264,0.142,34,['h'],['h']
195,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/08/2001-08-02-2203-08S.MVO___018.mseed,r,['r'],0.757,0.167,0.08,0.168,0.069,0.128,0.044,0.055,0.09,0.113,10,['l'],['r']
196,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-0254-21S.MVO_18_1.mseed,l,['l'],0.032,0.08,0.047,0.085,0.804,0.123,0.088,0.111,0.053,0.089,34,['l'],['l']
197,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-26-0731-32S.MVO_21_1.mseed,h,['h'],0.028,0.04,0.024,0.037,0.14,0.152,0.775,0.156,0.045,0.087,34,['h'],['h']
198,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-03-1951-42S.MVO_18_1.mseed,t,['t'],0.002,0.005,0.0,0.0,0.002,0.005,0.032,0.039,0.962,0.048,4,['t'],['t']
199,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-0043-24S.MVO_18_1.mseed,l,['l'],0.068,0.109,0.071,0.094,0.709,0.105,0.15,0.133,0.037,0.068,34,['l'],['l']
200,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-0545-18S.MVO_21_1.mseed,t,['t'],0.064,0.111,0.054,0.097,0.106,0.118,0.116,0.144,0.687,0.097,34,['h'],['t']
201,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-17-1326-15S.MVO_18_1.mseed,l,['l'],0.045,0.105,0.032,0.073,0.801,0.149,0.105,0.126,0.032,0.079,34,['l'],['l']
202,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-05-0132-58S.MVO_18_1.mseed,t,['t'],0.026,0.076,0.05,0.113,0.02,0.062,0.12,0.129,0.809,0.176,30,['t'],['t']
203,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-16-0929-41S.MVO_18_1.mseed,h,['h'],0.037,0.077,0.032,0.081,0.101,0.139,0.819,0.151,0.027,0.06,34,['h'],['h']
204,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-10-1240-42S.MVO_18_1.mseed,l,['l'],0.116,0.131,0.023,0.061,0.702,0.084,0.153,0.136,0.017,0.047,34,['l'],['l']
205,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-30-2321-06S.MVO_18_1.mseed,e,['e' 'r'],0.514,0.437,0.836,0.138,0.012,0.027,0.056,0.094,0.0,0.002,34,['e'],['e' 'r']
206,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-31-1601-00S.MVO_21_1.mseed,r,['r'],0.784,0.146,0.112,0.144,0.07,0.106,0.083,0.115,0.008,0.023,32,['t'],['r']
207,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-12-0010-30S.MVO_18_1.mseed,r,['r'],0.861,0.145,0.159,0.127,0.042,0.105,0.017,0.049,0.0,0.0,32,['e'],['r']
208,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-15-0845-32S.MVO_18_1.mseed,h,['h'],0.014,0.05,0.002,0.005,0.106,0.122,0.849,0.13,0.031,0.066,34,['h'],['h']
209,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-20-0609-32S.MVO_13_1.mseed,t,['t'],0.001,0.002,0.0,0.0,0.0,0.0,0.177,0.128,0.822,0.128,16,['t'],['t']
210,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-16-1007-47S.MVO_18_1.mseed,h,['h'],0.076,0.118,0.014,0.046,0.044,0.072,0.766,0.161,0.107,0.149,34,['h'],['h']
211,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-08-0150-48S.MVO_13_1.mseed,r,['r'],0.66,0.059,0.02,0.034,0.139,0.116,0.081,0.103,0.11,0.083,8,['r'],['r']
212,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-03-1947-17S.MVO_18_1.mseed,t,['t'],0.086,0.115,0.071,0.11,0.106,0.125,0.11,0.139,0.662,0.093,34,['e'],['t']
213,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-05-1156-54S.MVO_18_1.mseed,e,['e' 'r'],0.503,0.42,0.787,0.145,0.069,0.106,0.018,0.072,0.017,0.058,34,['e'],['e' 'r']
214,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/03/2001-03-07-0154-48S.MVO___019.mseed,r,['r'],0.848,0.147,0.117,0.149,0.068,0.11,0.024,0.039,0.002,0.006,14,['r'],['r']
215,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/03/2001-03-06-2229-23S.MVO___019.mseed,r,['r'],0.876,0.154,0.148,0.119,0.049,0.106,0.0,0.0,0.001,0.003,16,['r'],['r']
216,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-21-1718-07S.MVO_13_1.mseed,t,['t'],0.0,0.0,0.0,0.0,0.001,0.003,0.054,0.087,0.944,0.088,16,['t'],['t']
217,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-27-1924-50S.MVO_13_1.mseed,t,['t'],0.015,0.034,0.0,0.0,0.004,0.011,0.07,0.106,0.911,0.139,16,['t'],['t']
218,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-05-0952-29S.MVO_18_1.mseed,t,['t'],0.01,0.014,0.0,,0.02,0.0,0.05,0.014,0.92,0.0,2,['t'],['t']
219,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-29-0455-40S.MVO_13_1.mseed,t,['t'],0.026,0.05,0.021,0.046,0.032,0.083,0.124,0.091,0.807,0.138,16,['t'],['t']
220,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-08-1231-02S.MVO_18_1.mseed,r,['r'],0.879,0.142,0.214,0.131,0.014,0.045,0.0,0.0,0.0,0.0,34,['e'],['r']
221,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-04-0830-14S.MVO_18_1.mseed,l,['l'],0.054,0.088,0.088,0.13,0.769,0.136,0.115,0.126,0.018,0.056,34,['l'],['l']
222,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-12-0705-02S.MVO_18_1.mseed,e,['e' 'r'],0.549,0.441,0.835,0.142,0.016,0.033,0.017,0.062,0.0,0.0,32,['e'],['e' 'r']
223,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-30-0239-56S.MVO_21_1.mseed,t,['t'],0.057,0.113,0.04,0.065,0.124,0.127,0.126,0.149,0.672,0.115,34,['t'],['t']
224,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-06-0357-27S.MVO_18_1.mseed,t,['t'],0.0,0.0,0.01,,0.005,0.007,0.06,0.028,0.93,0.042,2,['t'],['t']
225,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2001/03/2001-03-06-2146-22S.MVO___019.mseed,r,['r'],0.88,0.143,0.231,0.111,0.003,0.007,0.0,0.0,0.001,0.003,16,['r'],['r']
226,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-29-2020-14S.MVO_21_1.mseed,r,['r'],0.787,0.152,0.088,0.113,0.097,0.117,0.049,0.087,0.023,0.061,34,['r'],['r']
227,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-01-1346-30S.MVO_18_1.mseed,l,['l'],0.04,0.079,0.031,0.068,0.811,0.151,0.063,0.104,0.071,0.116,34,['l'],['l']
228,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-27-2259-20S.MVO_21_2.mseed,h,['h'],0.042,0.084,0.036,0.076,0.066,0.117,0.832,0.139,0.042,0.076,34,['h'],['h']
229,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/2000/03/2000-03-25-2139-05S.MVO___019.mseed,r,['r'],0.8,0.158,0.046,0.108,0.078,0.109,0.019,0.032,0.08,0.085,14,['r'],['r']
230,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-09-1958-09S.MVO_18_1.mseed,h,['h'],0.028,0.047,0.034,0.061,0.188,0.14,0.685,0.113,0.082,0.153,10,['h'],['h']
231,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-25-1044-33S.MVO_21_2.mseed,h,['h'],0.033,0.085,0.02,0.067,0.089,0.129,0.794,0.147,0.074,0.118,34,['h'],['h']
232,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/10/9810-18-1335-36S.MVO_13_1.mseed,t,['t'],0.001,0.003,0.0,0.0,0.056,0.107,0.059,0.063,0.884,0.126,16,['t'],['t']
233,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1997/04/9704-23-1154-09S.MVO_18_1.mseed,l,['l'],0.046,0.097,0.034,0.088,0.767,0.12,0.107,0.131,0.063,0.105,34,['l'],['l']
234,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-01-0232-34S.MVO_18_1.mseed,t,['t'],0.0,0.0,0.01,,0.0,0.0,0.04,0.014,0.955,0.021,2,['t'],['t']
235,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-23-2235-49S.MVO_21_1.mseed,r,['r'],0.799,0.158,0.069,0.092,0.104,0.112,0.055,0.1,0.008,0.031,34,['e'],['r']
236,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1996/10/9610-26-0825-06S.MVO_21_1.mseed,h,['h'],0.142,0.16,0.085,0.117,0.076,0.144,0.722,0.157,0.018,0.048,34,['t'],['h']
237,/home/thompsong/DATA/MVO/miniseed_c/MVOE_/1998/04/9804-13-1230-07S.MVO_18_1.mseed,t,['t'],0.023,0.069,0.05,0.112,0.079,0.109,0.094,0.104,0.779,0.172,10,['t'],['t']
